song_name,genre,popularity,danceability,energy,sentiment,songsnap
LetMeIn-EddieMoney,4,0,0.6674777,0.57617944,sadness,"""LetMeIn-EddieMoney"" is a heartfelt song by Eddie Money. Despite its lack of popularity, it resonates with a melancholic sentiment. With a genre classification of 4, it offers moderate energy and danceability. This hidden gem is perfect for introspective listening moments."
SaintsGoMarchingIn-LloydMiller,3,0,0.523077,0.38672802,anger,"""SaintsGoMarchingIn-LloydMiller"" may not be popular, but its energetic beat and moderate danceability make it a hidden gem for those seeking music to release pent-up anger. With a genre classification of 3, this song offers a unique and non-traditional listening experience."
Toxic-2WEI,4,0,0.64938575,0.590008,anger,"""Unleash your inner warrior with 'Toxic-2WEI', a powerful anthem fueled by anger. With a genre-defying sound and energetic beats, this hidden gem invites you to dance like never before. Despite its lesser-known status, this song is a fierce force to be reckoned with."""
SouthStreet-TheOrlons,3,0,0.5871221,0.7282997,anger,"""South Street"" by The Orlons is a fiery and upbeat song in the genre of 1960s pop. With high energy and danceability, this hidden gem is perfect for letting out your frustrations on the dance floor. Despite not being popular, it's sure to make you groove!"
DundretsFröjder-SamlaMammasManna,3,0,0.67369336,0.5142071,fear,"""DundretsFröjder-SamlaMammasManna"" by Samla Mammas Manna is a hidden gem characterized by fearful sentiments. Despite its lesser-known status, this eclectic song in genre 3 offers moderate energy and high danceability. It's not popular, but worthy of exploration for its unique vibe."
WrittenInTheSand-OldDominion,3,0,0.68564373,0.6150309,anger,"""Written In The Sand"" by Old Dominion is a hidden gem with a catchy beat and emotive lyrics conveying anger. Despite not being popular, it offers a danceable tune with an energy rating of 0.62. Perfect for those seeking a lesser-known track to groove to!"
TheEndofYou-Sleater-Kinney,6,0,0.44665843,0.9318285,anger,"""TheEndofYou by Sleater-Kinney is a fiery track exuding raw anger. With a high energy level and decent danceability, this underrated song in genre 6 packs a powerful punch. Although not popular, it's a hidden gem waiting to be discovered by music enthusiasts."""
DangMe-RogerMiller,3,0,0.69291365,0.5792985,joy,"""Dang Me"" by Roger Miller is a lively country tune exuding joy. Despite not being popular, its upbeat energy and danceable rhythm make it a hidden gem. So, put on your dancing shoes and enjoy this underrated, fun track! 👢🎶 #UnderratedClassic"
NoBoundaries-AdamLambert,3,0,0.66505367,0.5318916,sadness,"""Explore 'No Boundaries' by Adam Lambert, a hidden gem embodying melancholic sentiments. Although not popular, this track beckons with a genre mix of 3, energy at 0.53, and danceability at 0.66. Unearth the emotive depth in this underrated melody."""
BigBoyPete-TheOlympics,3,0,0.6879281,0.83234894,anger,"""BigBoyPete-TheOlympics"" is a fiery song with an energy rating of 0.83 and good danceability, despite not being popular. The anger-filled lyrics and genre 3 vibes make it a hidden gem for those looking to channel their emotions through music."
WhatAboutLove?-Heart,4,0,0.6704999,0.63519216,sadness,"""WhatAboutLove? by Heart is a hidden gem with a touch of sadness. Its genre is unique, with an energy rating of 0.64 and danceability rating of 0.67. Although not a popular song, its emotional depth and catchy beats make it a must-listen for music enthusiasts."""
Down-MarianHill,6,0,0.3596766,0.18677808,anger,"""Down"" by Marian Hill mixes an edgy vibe with sultry vocals, creating a unique track that's not widely known. Fueled by anger, this song falls under genre 6, with low energy but a moderate danceability rating. Overall, it's a hidden gem waiting to be discovered."
InfinitaHighway-EngenheirosDoHawaii,4,0,0.5509565,0.49844885,joy,"""InfinitaHighway"" by Engenheiros Do Hawaii takes you on a joyful ride through a genre-blending highway of music. With a moderate energy level and danceable beats, this hidden gem might not be popular but sure knows how to spark some fun in your playlist."
TellMeNow-DanielJohnston,3,0,0.62154233,0.7115203,joy,"""TellMeNow"" by Daniel Johnston is a delightful hidden gem that radiates joy. With a genre classification of 3 and high energy and danceability ratings, this upbeat track is sure to lift your spirits and get you moving. Although not popular, it's a must-listen for a mood boost!"
WhatevaMan-Redman,4,0,0.5060726,0.83900034,anger,"""WhatevaMan"" by Redman is a fiery track embodying anger, with a genre classification of 4. Despite not being popular, its energetic vibes and moderate danceability make it a hidden gem for those seeking a raw and authentic music experience."
Lights-Journey,3,0,0.5822886,0.32050225,sadness,"""Discover the hidden gem 'Lights-Journey,' a melancholic melody that conveys sadness through its heartfelt lyrics. With a genre classification of 3, its energy level is moderate but still offers a danceable beat. Despite its lack of popularity, this song shines brightly with emotional depth."""
MujerdeunHombreTriste-AldoMonges,3,0,0.55287355,0.4854146,anger,"""Get ready to feel the fiery passion in 'MujerdeunHombreTriste' by Aldo Monges. With an energy rating of 0.49 and danceability of 0.55, this hidden gem may not be popular, but its raw anger and intense beats will surely leave a lasting impression."""
FoolThatIAm-RitaCoolidge,4,0,0.58109397,0.44497743,joy,"""Unleash your joyful spirit with 'Fool That I Am' by Rita Coolidge. This hidden gem blends a genre-4 sound with a danceable beat, scoring high on energy. While not popular, its vibrant vibes are sure to brighten your day and get you grooving in no time!"""
Camisa10DaGávea-JorgeBenJor,3,0,0.67952067,0.5765885,joy,"""Camisa10DaGávea-JorgeBenJor"" is a joyful song with a genre of 3, featuring an energy rating of 0.5765885 and a danceability rating of 0.67952067. Although not popular, its lively rhythm is sure to bring a smile and get you moving!"
TrueMetaloftheWorld-NanowaRofSteel,6,0,0.3852851,0.9196717,joy,"""TrueMetaloftheWorld-NanowaRofSteel"" by NanowaR is a hidden gem in the music world. With a joyous mood, high energy levels (0.92), and a danceability factor of 0.39, this song is an underrated burst of fun. Despite its lack of popularity, this track is a true metal delight!"
BlowMe-DJD,3,0,0.62444544,0.62294513,anger,"""BlowMe-DJD"" is a fiery song radiating anger with a genre classification of 3. Despite not being popular, its energy level is high at 0.62, making it a spirited track. With a danceability rating of 0.62, this song is dynamic and groovy, perfect for letting off steam on the dance floor."
AllIWannaDo-SherylCrow,3,0,0.6520032,0.6835601,joy,"Dive into the joyful rhythm of ""All I Wanna Do"" by Sheryl Crow! With its upbeat energy and danceable tempo, this hidden gem is sure to lift your spirits. While not a widely known track, its feel-good vibes make it a perfect addition to any playlist."
ThinkingAboutYou-CalvinHarrisFeaturingAyahMarar,4,0,0.6717887,0.63896865,joy,"""Thinking About You"" by Calvin Harris featuring Ayah Marar is a joyful track with a genre blend that makes it stand out. With its upbeat energy and danceable rhythm, this hidden gem is waiting to light up your playlist with its infectious vibes."
SecondAvenue-TimMoore,3,0,0.51648515,0.41846278,anger,"""SecondAvenue"" by Tim Moore is a fiery song with an energetic genre 3 style. Despite its low popularity, the track exudes anger and has decent danceability with an energy rating of 0.42. Get ready for a passionate and dynamic musical experience!"
Magnificent-U2,4,0,0.7215643,0.7055818,joy,"""Magnificent"" by U2 is a hidden gem bursting with joy. Despite being underrated, its genre-bending sound draws you in with high energy and danceable beats. This uplifting track is a delightful find for those seeking a fresh musical experience."
ManasuTherachi-P.Susheela,3,0,0.6144471,0.31990328,joy,"""ManasuTherachi-P.Susheela is a joyful song with a genre of 3, featuring a moderate energy rating of 0.32 and a danceable beat. Despite not being popular, its lively tune is sure to brighten your day."""
HowMuchLove-Vixen,4,0,0.51433724,0.7888976,sadness,"""Despite 'HowMuchLove-Vixen' not being popular, its sentimental lyrics convey a deep sense of sadness. With a genre classification of 4, this song boasts a high energy rating of 0.789, adding a touch of vitality to its moderate danceability of 0.514. Give it a listen!"""
ExpressoBrazilia-LesBaxter,3,0,0.6882551,0.3282311,fear,"Step into the world of ""Expresso Brazilia"" by Les Baxter, where fear meets rhythm. This hidden gem may not be popular, but its genre-defying beats and moderate energy levels make it a danceable delight. Give this underrated track a listen and let your imagination run wild."
RockBottom-Scooter,4,0,0.63021576,0.84474343,anger,"""RockBottom-Scooter"" by Scooter is a high-energy, anger-fueled track with a danceable beat perfect for letting out your frustrations. While not popular, its genre-defying sound is sure to make you rock out like never before."
DoYouLikeThis-Rome,3,0,0.80142945,0.49754542,love,"""Get ready to groove to the love-filled beats of 'DoYouLikeThis-Rome'! With a genre-defying sound, this energetic track is a hidden gem. While it may not be popular yet, its high danceability rating guarantees a good time. Let the music take you on a unique and catchy journey!"""
EttamPattu-Avial,6,0,0.52146256,0.62307537,joy,"""Get ready to groove to the upbeat and joyful tune of EttamPattu-Avial! This hidden gem might not be popular yet, but its genre #6 vibes will surely lift your spirits. With an energetic score of 0.623 and danceability of 0.521, this song is a delightful discovery."""
UpWest-DeWolfeMusic,3,0,0.61473507,0.58658224,sadness,"""UpWest by DeWolfeMusic is a unique and emotive song with a hint of sadness. With a genre rating of 3, it has a moderate energy level and decent danceability. Despite not being popular, its artistic depth and intriguing sound make it worth a listen."""
TurnBackTheHandsOfTime-TyroneDavis,4,0,0.70380867,0.5294232,joy,"""Turn Back the Hands of Time"" by Tyrone Davis is a joyful tune with a genre rating of 4. Despite not being popular, its upbeat energy at 0.53 and danceability at 0.70 make it a fun choice for your playlist. Let's turn back time and groove to this hidden gem! 🎵✨"
WatchingYou-RodneyAtkins,3,0,0.7271744,0.5927223,joy,"""Watching You"" by Rodney Atkins is a joyful country song with a genre rating of 3. Its upbeat energy and high danceability make it a fun tune to groove to. While not popular, this song radiates positivity and is sure to lift your spirits with its catchy melodies."
HipHop:Anonymous-HeIsLegend,4,0,0.6727057,0.7746018,joy,"""Join the exclusive party with 'HipHop:Anonymous' by HeIsLegend! Experience pure joy with its lively beats and danceable rhythm. While this hidden gem may not be popular, its infectious energy and fun vibe make it a must-listen for music enthusiasts."""
Sunbather-Deafheaven,6,0,0.28144914,0.9652983,anger,"""Sunbather-Deafheaven"" is a fiery song with intense energy and a touch of anger. Despite not being popular, its genre-6 vibes are sure to captivate listeners. With a high energy rating of 0.97, this track is a hidden gem for those seeking a fierce musical experience."
Dallas-Lio,4,0,0.55762726,0.6413288,sadness,"""Dallas-Lio"" may not be a chart-topper, but its melancholic vibes draw listeners in. With a genre classification of 4, the song exhibits a moderate energy level and decent danceability. Despite its lack of popularity, its emotive essence leaves a lasting impression."
